categorie,type,difficulte,question,reponse_correcte,reponses_incorrectes,toutes_reponses
Science & Nature,multiple,hard,What nucleotide pairs with guanine?,Cytosine,Thymine|Adenine|Uracil,Cytosine|Thymine|Adenine|Uracil
Entertainment: Music,multiple,medium,What song on ScHoolboy Q's album Black Face LP featured Kanye West?,THat Part,Neva CHange|Big Body|Blank Face,THat Part|Neva CHange|Big Body|Blank Face
General Knowledge,multiple,medium,"What is the name of the popular animatronic singing fish prop, singing such hits such as ""Don't Worry, Be Happy""?",Big Mouth Billy Bass,Big Billy Bass|Singing Fish|Sardeen,Big Mouth Billy Bass|Big Billy Bass|Singing Fish|Sardeen
General Knowledge,multiple,easy,Which one of these is not a typical European sword design?,Scimitar,Falchion|Ulfberht|Flamberge,Scimitar|Falchion|Ulfberht|Flamberge
Entertainment: Video Games,multiple,easy,"In Splatoon 2, who are the members of Off The Hook?",Pearl & Marina,Callie & Marie|Diamond & Aquamarina|DJ Octavio & Crusty Sean,Pearl & Marina|Callie & Marie|Diamond & Aquamarina|DJ Octavio & Crusty Sean
Geography,multiple,easy,All of the following are classified as Finno-Ugric languages EXCEPT:,Samoyedic,Hungarian|Finnish|Estonian,Samoyedic|Hungarian|Finnish|Estonian
Entertainment: Television,multiple,hard,"In ""Star Trek"", who was the founder of the Klingon Empire and its philosophy?",Kahless the Unforgettable,Lady Lukara of the Great Hall|Molor the Unforgiving|Dahar Master Kor,Kahless the Unforgettable|Lady Lukara of the Great Hall|Molor the Unforgiving|Dahar Master Kor
Entertainment: Music,multiple,medium,Who is the artist of the recent new album the Uncanny Valley?,Perturbator,Carpenter Brut|GOST|Dan Terminus ,Perturbator|Carpenter Brut|GOST|Dan Terminus 
General Knowledge,multiple,easy,How many cards are there in a standard deck of playing cards?,52,32|40|64,52|32|40|64
Entertainment: Television,multiple,medium,"In the Doctor Who universe, how many times can a time lord normally regenerate?",12,11|13|15,12|11|13|15
Entertainment: Film,multiple,hard,"In order to cut costs, what were most of the extras of Mad Max (1979) paid with?",Beer,Fast food|Food stamps|They weren't paid,Beer|Fast food|Food stamps|They weren't paid
Science & Nature,multiple,medium,What do you study if you are studying entomology?,Insects,Humans|the Brain|Fish,Insects|Humans|the Brain|Fish
Entertainment: Film,multiple,medium,"What is the name of the character Nicolas Cage plays in the movie ""National Treasure?""",Benjamin Franklin Gates,Thomas Jefferson Walker|George Washington Swanson|John Quincy Beckett,Benjamin Franklin Gates|Thomas Jefferson Walker|George Washington Swanson|John Quincy Beckett
History,multiple,medium,Which historical conflict killed the most people?,World War II,Taiping Rebellion|Three Kingdoms War|Mongol conquests,World War II|Taiping Rebellion|Three Kingdoms War|Mongol conquests
General Knowledge,multiple,hard,"If you planted the seeds of Quercus robur, what would grow?",Trees,Grains|Vegetables|Flowers,Trees|Grains|Vegetables|Flowers
Entertainment: Video Games,multiple,medium,What was the FIRST Valve game to have VR?,The Lab,Dota 2|Destinations|Half-Life 2,The Lab|Dota 2|Destinations|Half-Life 2
Entertainment: Comics,multiple,medium,"The success of DC Comics' Swamp Thing, Sandman, and other books in a similar style, led to the creation of what new imprint in 1993?",Vertigo,Impact|New Universe|Red Circle,Vertigo|Impact|New Universe|Red Circle
Entertainment: Music,multiple,medium,The 'In the Flesh' tour was used in support of what Pink Floyd album?,Animals,The Wall|Wish You Were Here|The Final Cut,Animals|The Wall|Wish You Were Here|The Final Cut
Geography,multiple,medium,How many countries does Spain have a land border with?,5,2|3|4,5|2|3|4
Entertainment: Video Games,multiple,easy,Which of the following was a map that was in Team Fortress 2 at launch?,Gravel Pit,Hoodoo|Gold Rush|Upward,Gravel Pit|Hoodoo|Gold Rush|Upward
Entertainment: Video Games,multiple,medium,"In the 2015 RPG ""Undertale"", which character do you first encounter after falling down into the underground?",Flowey,Toriel|Sans|Papyrus,Flowey|Toriel|Sans|Papyrus
Entertainment: Board Games,multiple,hard,What is the most challenging monster in the Dungeons & Dragons 5th Edition Monster Manual?,Tarrasque,Beholder|Displacer Beast|Lich,Tarrasque|Beholder|Displacer Beast|Lich
Geography,multiple,easy,"Which US state is nicknamed ""The Golden State""?",California,Florida|New Mexico|Alaska,California|Florida|New Mexico|Alaska
Entertainment: Film,multiple,medium,"In the 2014 film ""Birdman"", what is the primary instrument in the score?",Drums,Saxophone|Violin|Actual Live Birds Singing,Drums|Saxophone|Violin|Actual Live Birds Singing
Entertainment: Video Games,multiple,easy,"Which Pokemon generation did the fan-named ""Masuda Method"" first appear in? ",Diamond/Pearl,Ruby/Sapphire|Black/White|X/Y,Diamond/Pearl|Ruby/Sapphire|Black/White|X/Y
Entertainment: Television,multiple,easy,Who won Big Brother 2014 UK?,Helen Wood,"Christopher Hall|Pauline Bennett|Pavandeep ""Pav"" Paul","Helen Wood|Christopher Hall|Pauline Bennett|Pavandeep ""Pav"" Paul"
Entertainment: Music,multiple,medium,What is the first track on Kanye West's 808s & Heartbreak?,Say You Will,Welcome to Heartbreak|Street Lights|Heartless,Say You Will|Welcome to Heartbreak|Street Lights|Heartless
Entertainment: Video Games,multiple,medium,What was the first .hack game?,.hack//Infection,.hack//Zero|.hack//Sign|.hack//Liminality,.hack//Infection|.hack//Zero|.hack//Sign|.hack//Liminality
Science: Mathematics,multiple,easy,"The metric prefix ""atto-"" makes a measurement how much smaller than the base unit?",One Quintillionth,One Billionth|One Quadrillionth|One Septillionth,One Quintillionth|One Billionth|One Quadrillionth|One Septillionth
Geography,multiple,medium,How tall is One World Trade Center in New York City?,"1,776 ft","1,888 ft|1,225 ft|1,960 ft","1,776 ft|1,888 ft|1,225 ft|1,960 ft"
Entertainment: Music,multiple,hard,"Which of these artists did NOT feature in the fitfh studio album ""Humanz"" by British virtual band Gorillaz?",Snoop Dogg,Vince Staples|Pusha T|Danny Brown,Snoop Dogg|Vince Staples|Pusha T|Danny Brown
Entertainment: Film,multiple,medium,"Which actor played the main character in the 1990 film ""Edward Scissorhands""?",Johnny Depp, Clint Eastwood|Leonardo DiCaprio|Ben Stiller,Johnny Depp| Clint Eastwood|Leonardo DiCaprio|Ben Stiller
Politics,multiple,hard,Which major bank's collapse was notable as one of the causes of the Financal Crisis of 2008?,Lehman Brothers,HSBC|Barclays|Lloyds,Lehman Brothers|HSBC|Barclays|Lloyds
Entertainment: Video Games,multiple,easy,What year was Super Mario Bros. released?,1985,1983|1987|1986,1985|1983|1987|1986
History,multiple,easy,Which one of these countries was NOT in the Central Powers during WWI?,Spain,Austria-Hungary|Turkey|Germany,Spain|Austria-Hungary|Turkey|Germany
Entertainment: Books,multiple,easy,Under what pseudonym did Stephen King publish five novels between 1977 and 1984?,Richard Bachman,J. D. Robb|Mark Twain|Lewis Carroll,Richard Bachman|J. D. Robb|Mark Twain|Lewis Carroll
Entertainment: Film,multiple,easy,7-Eleven stores were temporarily converted into Kwik E-marts to promote the release of what movie?,The Simpsons Movie,Spider-Man 3|Shrek the Third|Ratatouille,The Simpsons Movie|Spider-Man 3|Shrek the Third|Ratatouille
General Knowledge,multiple,medium,Which month is Black History Month in the US?,February,May|November|August,February|May|November|August
Science: Computers,multiple,medium,What does the acronym CDN stand for in terms of networking?,Content Delivery Network,Content Distribution Network|Computational Data Network|Compressed Data Network,Content Delivery Network|Content Distribution Network|Computational Data Network|Compressed Data Network
Animals,multiple,easy,What is Grumpy Cat's real name?,Tardar Sauce,Sauce|Minnie|Broccoli,Tardar Sauce|Sauce|Minnie|Broccoli
General Knowledge,multiple,medium,This field is sometimes known as “The Dismal Science.”,Economics,Philosophy|Politics|Physics,Economics|Philosophy|Politics|Physics
Science & Nature,multiple,hard,The 'Islets of Langerhans' is found in which human organ?,Pancreas,Kidney|Liver|Brain,Pancreas|Kidney|Liver|Brain
Sports,multiple,hard,Which of these Russian cities did NOT contain a stadium that was used in the 2018 FIFA World Cup?,Vladivostok,Rostov-on-Don|Yekaterinburg|Kaliningrad,Vladivostok|Rostov-on-Don|Yekaterinburg|Kaliningrad
Entertainment: Music,multiple,medium,Who is the primary lyricist for Canadian progressive rock band Rush?,Neil Peart,Geddy Lee|Alex Lifeson|John Rutsey,Neil Peart|Geddy Lee|Alex Lifeson|John Rutsey
Entertainment: Video Games,multiple,medium,Which of the following is a character in the video game Destiny?,Cayde-6,Ostrava of Boletaria|Mordecai the Hunter|Leon S. Kennedy,Cayde-6|Ostrava of Boletaria|Mordecai the Hunter|Leon S. Kennedy
Entertainment: Comics,multiple,medium,What was the name of the first Robin in the Batman comics?,Dick Grayson,Bruce Wayne|Jason Todd|Tim Drake,Dick Grayson|Bruce Wayne|Jason Todd|Tim Drake
Entertainment: Television,multiple,medium,"What episode of ""Mr. Bean"" saw him trying to prevent people from seeing him naked?",Mr. Bean in Room 426,Mr. Bean Goes to Town|The Trouble with Mr. Bean|Back to School Mr. Bean,Mr. Bean in Room 426|Mr. Bean Goes to Town|The Trouble with Mr. Bean|Back to School Mr. Bean
Entertainment: Video Games,multiple,easy,Which Animal Crossing game was for the Nintendo Wii?,Animal Crossing: City Folk,Animal Crossing: New Leaf|Animal Crossing: Wild World|Animal Crossing: Population Growing!,Animal Crossing: City Folk|Animal Crossing: New Leaf|Animal Crossing: Wild World|Animal Crossing: Population Growing!
Geography,multiple,hard,What city is known as the Rose Capital of the World?,"Tyler, Texas","San Diego, California|Miami, Florida|Anaheim, California","Tyler, Texas|San Diego, California|Miami, Florida|Anaheim, California"
Entertainment: Japanese Anime & Manga,multiple,easy,Kirito and Asuna are main characters from which anime?,Sword Art Online,One Piece|Death Note|Fairy Tail,Sword Art Online|One Piece|Death Note|Fairy Tail
Geography,multiple,easy,What is the name of the ocean that Hawaii is located in?,Pacific,Atlantic|Indian|Arctic,Pacific|Atlantic|Indian|Arctic
Entertainment: Cartoon & Animations,multiple,hard,"In the web-comic Homestuck, what is the name of the game the 4 kids play?",Sburb,Homesick|Husslie|Hiveswap,Sburb|Homesick|Husslie|Hiveswap
Entertainment: Music,multiple,easy,"What was the subject of the 2014 song ""CoCo"" by American rapper O. T. Genasis?",Cocaine,Conan O'Brien|Cobalt(II) carbonate|Coconut cream pie,Cocaine|Conan O'Brien|Cobalt(II) carbonate|Coconut cream pie
History,multiple,medium,The fraudelent doctor John R. Brinkley acummulated great fame and wealth in the early 1900s offering what service?,Goat testicles transplant,Pig blood transfusion|Cow liver transplant|Turkey breast implants,Goat testicles transplant|Pig blood transfusion|Cow liver transplant|Turkey breast implants
Sports,multiple,easy,Who did Steven Gerrard win the Champions League with?,Liverpool,Real Madrid|Chelsea|Man City,Liverpool|Real Madrid|Chelsea|Man City
Entertainment: Film,multiple,medium,"In the 1999 movie Fight Club, which of these is not a rule of the ""fight club""?",Always wear a shirt,You do not talk about FIGHT CLUB|Only two guys to a fight|Fights will go on as long as they have to,Always wear a shirt|You do not talk about FIGHT CLUB|Only two guys to a fight|Fights will go on as long as they have to
General Knowledge,multiple,medium,When was WhatsApp founded?,2009,2007|2012|2010,2009|2007|2012|2010
Science: Gadgets,multiple,easy,Which gaming console is developed by Sony?,PlayStation,Xbox|Atari|Nintendo Switch,PlayStation|Xbox|Atari|Nintendo Switch
General Knowledge,multiple,easy,What kind of aircraft was developed by Igor Sikorsky in the United States in 1942?,Helicopter,Stealth Blimp|Jet|Space Capsule,Helicopter|Stealth Blimp|Jet|Space Capsule
Science & Nature,multiple,hard,Which moon is the only satellite in our solar system to possess a dense atmosphere?,Titan,Europa|Miranda|Callisto,Titan|Europa|Miranda|Callisto
Entertainment: Television,multiple,medium,What is the name of the main antagonists in Battlestar Galactica?,The Cylons,The Collective|The Federation|The Rebels,The Cylons|The Collective|The Federation|The Rebels
Entertainment: Video Games,multiple,easy,"What video game sparked controversy because of its hidden ""Hot Coffee"" minigame?",Grand Theft Auto: San Andreas,Grand Theft Auto: Vice City|Hitman: Blood Money|Cooking Mama,Grand Theft Auto: San Andreas|Grand Theft Auto: Vice City|Hitman: Blood Money|Cooking Mama
Science: Mathematics,multiple,easy,"In Roman Numerals, what does XL equate to?",40,60|15|90,40|60|15|90
Entertainment: Books,multiple,hard,Which of these does Charlie NOT read in The Perks of Being a Wallflower?,The Grapes of Wrath,Hamlet|The Great Gatsby|Peter Pan,The Grapes of Wrath|Hamlet|The Great Gatsby|Peter Pan
Entertainment: Film,multiple,medium,"In the movie ""Back to the Future,"" what speed does Doc Brown's DeLorean need to reach in order to travel through time?",88 mph,77 mph|100 mph|70 mph,88 mph|77 mph|100 mph|70 mph
Science: Computers,multiple,hard,Which of the following computer components can be built using only NAND gates?,ALU,CPU|RAM|Register,ALU|CPU|RAM|Register
General Knowledge,multiple,hard,What is the airspeed velocity of an unladen swallow?,24 MPH,15 MPH|20 MPH|200 MPH,24 MPH|15 MPH|20 MPH|200 MPH
Entertainment: Video Games,multiple,hard,"How long was the World Record Speed Run of Valve Software's ""Half-Life"" that was done in 2014.","20 Minutes, 41 Seconds","45 Minutes, 32 Seconds|5 Minutes, 50 Seconds|12 Minutes, 59 Seconds","20 Minutes, 41 Seconds|45 Minutes, 32 Seconds|5 Minutes, 50 Seconds|12 Minutes, 59 Seconds"
Sports,multiple,medium,"In a game of snooker, what colour ball is worth 3 points?",Green,Yellow|Brown|Blue,Green|Yellow|Brown|Blue
Celebrities,multiple,hard,Billy Herrington is from which US state?,New York,Arizona|California|Georgia,New York|Arizona|California|Georgia
Science & Nature,multiple,medium,Which part of the body does glaucoma affect?,Eyes,Throat|Stomach|Blood,Eyes|Throat|Stomach|Blood
Geography,multiple,medium,"What is the region conjoining Pakistan, India, and China with unknown leadership called?",Kashmir,Andorra|Gibraltar|Quin,Kashmir|Andorra|Gibraltar|Quin
General Knowledge,multiple,easy,What was the name of the WWF professional wrestling tag team made up of the wrestlers Ax and Smash?,Demolition,The Dream Team|The Bushwhackers|The British Bulldogs,Demolition|The Dream Team|The Bushwhackers|The British Bulldogs
Entertainment: Video Games,multiple,easy,Who was the voice actor for Snake in Metal Gear Solid V: The Phantom Pain?,Kiefer Sutherland,David Hayter|Norman Reedus|Hideo Kojima,Kiefer Sutherland|David Hayter|Norman Reedus|Hideo Kojima
Entertainment: Japanese Anime & Manga,multiple,easy,In the anime Seven Deadly Sins what is the name of one of the sins?,Diane,Sakura|Ayano|Sheska,Diane|Sakura|Ayano|Sheska
Science: Computers,multiple,easy,"In web design, what does CSS stand for?",Cascading Style Sheet,Counter Strike: Source|Corrective Style Sheet|Computer Style Sheet,Cascading Style Sheet|Counter Strike: Source|Corrective Style Sheet|Computer Style Sheet
Entertainment: Board Games,multiple,hard,"Which of these cards from ""Magic: The Gathering"" has a flavor text that begins with ""Oi oi oi""?",Uthden Troll,Lotleth Troll|Albino Troll|Harvester Troll,Uthden Troll|Lotleth Troll|Albino Troll|Harvester Troll
History,multiple,hard,"In the year 1900, what were the most popular first names given to boy and girl babies born in the United States?",John and Mary,Joseph and Catherine|William and Elizabeth|George and Anne,John and Mary|Joseph and Catherine|William and Elizabeth|George and Anne
Entertainment: Cartoon & Animations,multiple,hard,"In ""Gravity Falls"", how much does Waddles weigh when Mable wins him in ""The Time Traveler's Pig""?",15 pounds,20 pounds|10 pounds|30 pounds,15 pounds|20 pounds|10 pounds|30 pounds
